"TRAIT","GO","NAME","FUNCTION","QTL","locusName","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Mn55","GO:0005634","nucleus","cellular_component","5K@12.07","Pavir.5KG188000","AT4G27880","","Protein with RING/U-box and TRAF-like domains","LOC_Os05g06100","E3 ubiquitin-protein ligase SINA-like 2, putative, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","7K@40.02","Pavir.7KG406270","AT5G54260","ATMRE11,MRE11","DNA repair and meiosis protein (Mre11)","LOC_Os04g54340","double-strand break repair protein MRE11, putative, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","9K@20.05","Pavir.9KG014310","AT4G08150","BP,BP1,KNAT1","KNOTTED-like from Arabidopsis thaliana","LOC_Os07g03770","Homeobox domain containing protein, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","9K@20.05","Pavir.9KG027413","AT3G23100","XRCC4","homolog of human DNA ligase iv-binding protein XRCC4","LOC_Os03g53000","XRCC4, putative, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","9K@20.05","Pavir.9KG419698","AT3G22830","AT-HSFA6B,HSFA6B","heat shock transcription factor  A6B","LOC_Os03g58160","heat stress transcription factor, putative, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","9K@20.05","Pavir.9KG467191","AT1G54390","ING2","PHD finger protein-related","LOC_Os03g53700","PHD-finger domain containing protein, putative, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","9K@20.05","Pavir.9KG470802","AT2G26150","ATHSFA2,HSFA2","heat shock transcription factor A2","LOC_Os03g53340","HSF-type DNA-binding domain containing protein, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","3N@51.93","Pavir.3NG079602","AT1G73100","SDG19,SUVH3","SU(VAR)3-9 homolog 3","LOC_Os05g41172","histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH1, putative, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","3N@51.93","Pavir.3NG181184","AT4G25730","","FtsJ-like methyltransferase family protein","LOC_Os05g49230","ribosomal RNA large subunit methyltransferase J, putative, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","3N@51.93","Pavir.3NG181796","AT2G33860","ARF3,ETT","Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related","LOC_Os05g48870","auxin response factor 15, putative, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","3N@51.93","Pavir.3NG258205","AT2G33860","ARF3,ETT","Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related","LOC_Os05g43920","auxin response factor 14, putative, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","9K@20.05","Pavir.9KG460911","AT3G02310","AGL4,SEP2","K-box region and MADS-box transcription factor family protein ","LOC_Os03g54170","OsMADS34 - MADS-box family gene with MIKCc type-box, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","9K@20.05","Pavir.9KG461068","AT1G69120","AGL7,AP1","K-box region and MADS-box transcription factor family protein ","LOC_Os03g54160","OsMADS14 - MADS-box family gene with MIKCc type-box, expressed"
"Mn55","GO:0005634","nucleus","cellular_component","2N@10.06","Pavir.2NG059900","AT1G16970","ATKU70,KU70","KU70 homolog","LOC_Os07g08729","ATP-dependent DNA helicase 2 subunit 1, putative, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","2N@10.06","Pavir.2NG027300","AT5G38800","AtbZIP43,bZIP43","basic leucine-zipper 43","LOC_Os07g03220","bZIP transcription factor domain containing protein, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","2N@10.06","Pavir.2NG055900","AT3G22830","AT-HSFA6B,HSFA6B","heat shock transcription factor  A6B","LOC_Os07g08140","heat stress transcription factor, putative, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","2N@10.06","Pavir.2NG061800","AT4G02640","ATBZIP10,BZO2H1","bZIP transcription factor family protein","LOC_Os03g58250","bZIP transcription factor domain containing protein, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG079571","AT2G16770","bZIP23","Basic-leucine zipper (bZIP) transcription factor family protein","LOC_Os05g41540","bZIP transcription factor domain containing protein, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG079590","AT3G12250","BZIP45,TGA6","TGACG motif-binding factor 6","LOC_Os01g59350","transcription factor, putative, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG079659","AT3G56400","ATWRKY70,WRKY70","WRKY DNA-binding protein 70","LOC_Os05g40060","WRKY48, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG079660","AT3G56400","ATWRKY70,WRKY70","WRKY DNA-binding protein 70","LOC_Os05g40080","WRKY54, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG079661","AT2G40740","ATWRKY55,WRKY55","WRKY DNA-binding protein 55","LOC_Os05g40070","WRKY84, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG079662","AT3G56400","ATWRKY70,WRKY70","WRKY DNA-binding protein 70","LOC_Os05g40080","WRKY54, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG079701","AT2G38470","ATWRKY33,WRKY33","WRKY DNA-binding protein 33","LOC_Os05g39720","WRKY70, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG179253","AT4G01250","AtWRKY22,WRKY22","WRKY family transcription factor","LOC_Os05g50700","WRKY111, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG179292","AT2G47260","ATWRKY23,WRKY23","WRKY DNA-binding protein 23","LOC_Os05g50610","WRKY8, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG179853","AT4G36620","GATA19","GATA transcription factor 19","LOC_Os05g50270","GATA zinc finger domain containing protein, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG180714","AT4G23810","ATWRKY53,WRKY53","WRKY family transcription factor","LOC_Os05g49620","WRKY19, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG180844","AT2G46270","GBF3","G-box binding factor 3","LOC_Os05g49420","transcription factor, putative, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG181040","AT2G18380","GATA20","GATA transcription factor 20","LOC_Os05g49280","GATA zinc finger domain containing protein, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG181210","AT4G04450","AtWRKY42,WRKY42","WRKY family transcription factor","LOC_Os05g49210","WRKY43, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG181496","AT4G18170","ATWRKY28,WRKY28","WRKY DNA-binding protein 28","LOC_Os05g49100","WRKY49, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG182109","AT3G14880","","","LOC_Os05g48650","transcription factor HBP-1b, putative, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG258053","AT5G64810","ATWRKY51,WRKY51","WRKY DNA-binding protein 51","LOC_Os05g46020","WRKY7, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG258095","AT4G18880","AT-HSFA4A,HSF A4A","heat shock transcription factor  A4A","LOC_Os05g45410","HSF-type DNA-binding domain containing protein, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG258111","AT5G41570","ATWRKY24,WRKY24","WRKY DNA-binding protein 24","LOC_Os01g53260","WRKY23, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","3N@51.93","Pavir.3NG258160","AT5G25830","GATA12","GATA transcription factor 12","LOC_Os05g44400","GATA zinc finger domain containing protein, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","5K@12.07","Pavir.5KG037850","AT3G58120","ATBZIP61,BZIP61","Basic-leucine zipper (bZIP) transcription factor family protein","LOC_Os01g11350","bZIP transcription factor domain containing protein, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","5K@12.07","Pavir.5KG057300","AT5G64810","ATWRKY51,WRKY51","WRKY DNA-binding protein 51","LOC_Os01g09100","WRKY10, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","5K@12.07","Pavir.5KG057400","AT5G15130","ATWRKY72,WRKY72","WRKY DNA-binding protein 72","LOC_Os01g09080","WRKY107, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","5K@12.07","Pavir.5KG065122","AT4G39410","ATWRKY13,WRKY13","WRKY DNA-binding protein 13","LOC_Os01g08710","WRKY102, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","5K@12.07","Pavir.5KG068900","AT5G11260","HY5,TED 5","Basic-leucine zipper (bZIP) transcription factor family protein","LOC_Os01g07880","transcription factor HY5, putative, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","5K@12.07","Pavir.5KG080700","AT4G18690","","","LOC_Os01g06560","transcription factor HBP-1b, putative, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","7K@40.02","Pavir.7KG407400","AT5G10030","OBF4,TGA4","TGACG motif-binding factor 4","LOC_Os04g54474","transcription factor, putative, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","9K@20.05","Pavir.9KG015297","AT2G22850","AtbZIP6,bZIP6","basic leucine-zipper 6","LOC_Os03g56010","bZIP transcription factor domain containing protein, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","9K@20.05","Pavir.9KG029255","AT3G21175","GATA24,TIFY2B,ZML1","ZIM-like 1","LOC_Os03g52450","GATA transcription factor 25, putative, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","9K@20.05","Pavir.9KG229058","AT1G13960","WRKY4","WRKY DNA-binding protein 4","LOC_Os08g38990","WRKY30, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","9K@20.05","Pavir.9KG230750","AT1G69310","ATWRKY57,WRKY57","WRKY DNA-binding protein 57","LOC_Os03g55080","WRKY3, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","9K@20.05","Pavir.9KG401647","AT4G36730","GBF1","G-box binding factor 1","LOC_Os07g10890","transcription factor, putative, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","9K@20.05","Pavir.9KG416031","AT2G30590","WRKY21","WRKY DNA-binding protein 21","LOC_Os03g58420","WRKY6, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","9K@20.05","Pavir.9KG418147","AT5G28770","AtbZIP63,BZO2H3","bZIP transcription factor family protein","LOC_Os03g58250","bZIP transcription factor domain containing protein, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","9K@20.05","Pavir.9KG419698","AT3G22830","AT-HSFA6B,HSFA6B","heat shock transcription factor  A6B","LOC_Os03g58160","heat stress transcription factor, putative, expressed"
"Mn55","GO:0043565","sequence-specific DNA binding","molecular_function","9K@20.05","Pavir.9KG470802","AT2G26150","ATHSFA2,HSFA2","heat shock transcription factor A2","LOC_Os03g53340","HSF-type DNA-binding domain containing protein, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","2N@10.06","Pavir.2NG043900","AT1G08465","YAB2","Plant-specific transcription factor YABBY family protein","LOC_Os07g06620","YABBY domain containing protein, putative, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG112514","AT5G37930","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03270","expressed protein"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG120100","AT1G66620","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03420","seven in absentia protein family protein, putative, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG120400","AT5G37870","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03420","seven in absentia protein family protein, putative, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG120500","AT1G66620","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03420","seven in absentia protein family protein, putative, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG120600","AT5G37870","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g55640","seven in absentia protein family protein, putative, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG120700","AT5G37870","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g55640","seven in absentia protein family protein, putative, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG120900","AT1G66630","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03300","seven in absentia protein family protein, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG121200","AT5G37870","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03290","seven in absentia protein family domain containing protein, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG121300","AT5G37890","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03170","seven in absentia protein family protein, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG121487","AT5G37870","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g55640","seven in absentia protein family protein, putative, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG121500","AT5G37870","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03170","seven in absentia protein family protein, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG121600","AT1G66660","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03190","expressed protein"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG121700","AT5G37890","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03170","seven in absentia protein family protein, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG121900","AT5G37870","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03170","seven in absentia protein family protein, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG122100","AT5G37930","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g55640","seven in absentia protein family protein, putative, expressed"
"Mn55","GO:0007275","multicellular organism development","biological_process","5K@12.07","Pavir.5KG122500","AT5G62800","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03170","seven in absentia protein family protein, expressed"
